Time,CH1
0.0,4.8536773
2.0E-6,4.8999095
4.0E-6,4.8999095
6.0E-6,4.8999095
8.0E-6,4.946141
1.0E-5,4.946141
1.2E-5,4.946141
1.4E-5,4.946141
1.6E-5,4.946141
1.8E-5,4.992371
2.0E-5,5.177297
2.2E-5,5.131067
2.4E-5,5.0386033
2.6E-5,5.0386033
2.8E-5,4.992371
3.0E-5,4.992371
3.2E-5,4.992371
3.4E-5,4.992371
3.6E-5,4.992371
3.8E-5,4.992371
4.0E-5,4.992371
4.2E-5,4.992371
4.4E-5,4.992371
4.6E-5,4.992371
4.8E-5,4.992371
5.0E-5,4.992371
5.2E-5,4.992371
5.4E-5,4.992371
5.6E-5,4.992371
5.8E-5,4.992371
6.0E-5,4.992371
6.2E-5,4.992371
6.4E-5,4.992371
6.6E-5,4.992371
6.8E-5,4.992371
7.0E-5,5.0386033
7.2E-5,4.992371
7.4E-5,4.992371
7.6E-5,4.992371
7.8E-5,4.992371
8.0E-5,4.992371
8.2E-5,5.0386033
8.4E-5,5.0386033
8.6E-5,5.0386033
8.8E-5,5.0386033
9.0E-5,5.0386033
9.2E-5,4.992371
9.4E-5,4.992371
9.6E-5,4.992371
9.8E-5,5.0386033
1.0E-4,5.0386033
1.02E-4,5.0386033
1.04E-4,5.0386033
1.06E-4,5.0386033
1.08E-4,5.0386033
1.1E-4,5.0386033
1.12E-4,4.992371
1.14E-4,5.0386033
1.16E-4,5.0386033
1.17999996E-4,5.0386033
1.2E-4,5.0386033
1.22E-4,5.0386033
1.24E-4,5.0386033
1.26E-4,5.0386033
1.28E-4,5.0386033
1.3E-4,4.992371
1.32E-4,5.0386033
1.34E-4,5.0386033
1.36E-4,5.0386033
1.38E-4,5.0386033
1.4E-4,5.0386033
1.42E-4,5.0386033
1.44E-4,5.0386033
1.46E-4,5.0386033
1.48E-4,5.0386033
1.4999999E-4,4.992371
1.52E-4,5.0386033
1.54E-4,5.0386033
1.56E-4,5.0386033
1.58E-4,5.0386033
1.6E-4,5.0386033
1.62E-4,5.0386033
1.64E-4,5.0386033
